time_s,acc_x_g,disp_top_mm,disp_mid_mm
1.42,0.038274,0.883467,0.647876
1.43,0.029007,0.900638,0.660468
1.44,0.019146,0.913652,0.670012
1.45,0.008899,0.922242,0.676311
1.46,-0.001518,0.926235,0.679239
1.47,-0.011885,0.925554,0.678740
1.48,-0.021989,0.920222,0.674829
1.49,-0.031624,0.910356,0.667594
1.50,-0.040599,0.896168,0.657190
1.51,-0.048748,0.877953,0.643833
1.52,-0.055927,0.856083,0.627794
1.53,-0.062023,0.830992,0.609393
1.54,-0.066953,0.803164,0.588988
1.55,-0.070670,0.773126,0.566959
1.56,-0.073157,0.741420,0.543708
1.57,-0.074434,0.708598,0.519638
1.58,-0.074547,0.675203,0.495149
1.59,-0.073574,0.641758,0.470622
1.60,-0.071616,0.608748,0.446416
1.61,-0.068793,0.576618,0.422854
1.62,-0.065241,0.545754,0.400220
1.63,-0.061104,0.516484,0.378754
1.64,-0.056531,0.489069,0.358651
1.65,-0.051670,0.463707,0.340052
1.66,-0.046660,0.440524,0.323052
1.67,-0.041630,0.419590,0.307700
1.68,-0.036693,0.400914,0.294003
1.69,-0.031942,0.384451,0.281932
1.70,-0.027451,0.370120,0.271422
1.71,-0.023269,0.357804,0.262390
1.72,-0.019422,0.347365,0.254734
1.73,-0.015913,0.338651,0.248344
1.74,-0.012723,0.331512,0.243108
1.75,-0.009817,0.325804,0.238923
1.76,-0.007141,0.321400,0.235693
1.77,-0.004631,0.318196,0.233344
1.78,-0.002215,0.316118,0.231819
1.79,0.000181,0.315124,0.231091
1.80,0.002630,0.315206,0.231150
1.81,0.005197,0.316385,0.232016
1.82,0.007939,0.318717,0.233726
1.83,0.010894,0.322278,0.236338
1.84,0.014087,0.327167,0.239922
1.85,0.017518,0.333487,0.244556
1.86,0.021168,0.341346,0.250320
1.87,0.024995,0.350842,0.257285
1.88,0.028934,0.362057,0.265508
1.89,0.032903,0.375038,0.275027
1.90,0.036798,0.389800,0.285853
1.91,0.040503,0.406309,0.297960
1.92,0.043891,0.424481,0.311286
1.93,0.046829,0.444172,0.325727
1.94,0.049182,0.465182,0.341134
1.95,0.050822,0.487248,0.357315
1.96,0.051630,0.510049,0.374037
1.97,0.051501,0.533213,0.391022
1.98,0.050352,0.556319,0.407967
1.99,0.048121,0.578909,0.424534
2.00,0.044778,0.600499,0.440366
2.01,0.040319,0.620589,0.455098
2.02,0.034774,0.638677,0.468364
2.03,0.028206,0.654278,0.479804
2.04,0.020707,0.666933,0.489084
2.05,0.012401,0.676223,0.495897
2.06,0.003439,0.681787,0.499978
2.07,-0.006005,0.683331,0.501109
2.08,-0.015739,0.680636,0.499133
2.09,-0.025557,0.673575,0.493955
2.10,-0.035246,0.662109,0.485546
2.11,-0.044590,0.646295,0.473950
2.12,-0.053382,0.626290,0.459279
2.13,-0.061421,0.602341,0.441716
2.14,-0.068528,0.574783,0.421508
2.15,-0.074545,0.544039,0.398962
2.16,-0.079340,0.510594,0.374435
2.17,-0.082813,0.474999,0.348332
2.18,-0.084899,0.437845,0.321086
2.19,-0.085568,0.399754,0.293153
2.20,-0.084824,0.361364,0.265001
2.21,-0.082708,0.323308,0.237093
2.22,-0.079296,0.286201,0.209880
2.23,-0.074693,0.250625,0.183791
2.24,-0.069032,0.217114,0.159217
2.25,-0.062467,0.186142,0.136504
2.26,-0.055171,0.158116,0.115952
2.27,-0.047326,0.133364,0.097801
2.28,-0.039123,0.112132,0.082230
2.29,-0.030750,0.094578,0.069357
2.30,-0.022388,0.080783,0.059241
2.31,-0.014208,0.070738,0.051875
2.32,-0.006363,0.064364,0.047200
2.33,0.001013,0.061509,0.045107
2.34,0.007813,0.061964,0.045440
2.35,0.013952,0.065469,0.048011
2.36,0.019378,0.071729,0.052601
2.37,0.024062,0.080423,0.058977
2.38,0.028004,0.091218,0.066893
2.39,0.031228,0.103782,0.076107
2.40,0.033781,0.117793,0.086381
2.41,0.035727,0.132948,0.097496
2.42,0.037147,0.148977,0.109250
2.43,0.038128,0.165643,0.121471
2.44,0.038764,0.182749,0.134016
2.45,0.039150,0.200141,0.146769
2.46,0.039372,0.217705,0.159651
2.47,0.039511,0.235370,0.172605
2.48,0.039632,0.253096,0.185604
2.49,0.039785,0.270877,0.198643
2.50,0.040000,0.288726,0.211733
2.51,0.040288,0.306672,0.224893
2.52,0.040637,0.324748,0.238148
2.53,0.041017,0.342979,0.251518
2.54,0.041379,0.361382,0.265014
2.55,0.041656,0.379947,0.278628
2.56,0.041769,0.398635,0.292332
2.57,0.041628,0.417375,0.306075
2.58,0.041141,0.436052,0.319771
2.59,0.040213,0.454509,0.333307
2.60,0.038755,0.472551,0.346537
2.61,0.036687,0.489938,0.359288
2.62,0.033945,0.506398,0.371359
2.63,0.030481,0.521627,0.382527
2.64,0.026271,0.535302,0.392555
2.65,0.021315,0.547089,0.401199
2.66,0.015640,0.556652,0.408212
2.67,0.009301,0.563669,0.413357
2.68,0.002379,0.567841,0.416417
2.69,-0.005016,0.568909,0.417200
2.70,-0.012753,0.566658,0.415550
2.71,-0.020677,0.560937,0.411353
2.72,-0.028620,0.551660,0.404551
2.73,-0.036398,0.538820,0.395134
2.74,-0.043825,0.522490,0.383159
2.75,-0.050711,0.502827,0.368740
2.76,-0.056873,0.480075,0.352056
2.77,-0.062140,0.454559,0.333344
2.78,-0.066355,0.426681,0.312899
2.79,-0.069388,0.396911,0.291067
2.80,-0.071133,0.365779,0.268238
2.81,-0.071515,0.333865,0.244835
2.82,-0.070493,0.301781,0.221306
2.83,-0.068063,0.270154,0.198113
2.84,-0.064255,0.239617,0.175719
2.85,-0.059135,0.210790,0.154579
2.86,-0.052802,0.184259,0.135123
2.87,-0.045390,0.160569,0.117751
2.88,-0.037055,0.140205,0.102817
2.89,-0.027978,0.123580,0.090625
2.90,-0.018359,0.111028,0.081420
2.91,-0.008407,0.102791,0.075380
2.92,0.001664,0.099019,0.072615
2.93,0.011641,0.099766,0.073162
2.94,0.021316,0.104988,0.076991
2.95,0.030498,0.114552,0.084005
2.96,0.039012,0.128235,0.094039
2.97,0.046707,0.145737,0.106874
2.98,0.053461,0.166692,0.122241
2.99,0.059179,0.190678,0.139830
3.00,0.063799,0.217228,0.159301
3.01,0.067292,0.245852,0.180291
3.02,0.069659,0.276042,0.202431
3.03,0.070934,0.307294,0.225350
3.04,0.071175,0.339120,0.248688
3.05,0.070468,0.371052,0.272105
3.06,0.068916,0.402667,0.295289
3.07,0.066638,0.433586,0.317963
3.08,0.063763,0.463483,0.339888
3.09,0.060426,0.492091,0.360867
3.10,0.056759,0.519201,0.380747
3.11,0.052889,0.544666,0.399421
3.12,0.048933,0.568395,0.416823
3.13,0.044993,0.590348,0.432922
3.14,0.041154,0.610534,0.447725
3.15,0.037478,0.628997,0.461265
3.16,0.034009,0.645813,0.473596
3.17,0.030767,0.661071,0.484785
3.18,0.027748,0.674874,0.494908
3.19,0.024931,0.687323,0.504037
3.20,0.022275,0.698508,0.512240
3.21,0.019726,0.708502,0.519569
3.22,0.017217,0.717352,0.526058
3.23,0.014677,0.725077,0.531723
3.24,0.012030,0.731661,0.536552
3.25,0.009204,0.737059,0.540510
3.26,0.006137,0.741189,0.543538
3.27,0.002774,0.743941,0.545557
3.28,-0.000920,0.745186,0.546470
3.29,-0.004964,0.744773,0.546167
3.30,-0.009355,0.742546,0.544533
3.31,-0.014066,0.738349,0.541456
3.32,-0.019047,0.732038,0.536828
3.33,-0.024226,0.723493,0.530562
3.34,-0.029509,0.712624,0.522591
3.35,-0.034783,0.699385,0.512882
3.36,-0.039919,0.683779,0.501438
3.37,-0.044777,0.665869,0.488304
3.38,-0.049210,0.645780,0.473572
3.39,-0.053067,0.623702,0.457382
3.40,-0.056206,0.599893,0.439922
3.41,-0.058489,0.574677,0.421430
3.42,-0.059797,0.548436,0.402186
3.43,-0.060027,0.521607,0.382512
3.44,-0.059104,0.494677,0.362762
3.45,-0.056979,0.468159,0.343317
3.46,-0.053633,0.442595,0.324570
3.47,-0.049082,0.418533,0.306924
3.48,-0.043373,0.396513,0.290776
3.49,-0.036589,0.377053,0.276506
3.50,-0.028844,0.360638,0.264467
3.51,-0.020278,0.347697,0.254978
3.52,-0.011061,0.338599,0.248306
3.53,-0.001382,0.333636,0.244667
3.54,0.008555,0.333016,0.244212
3.55,0.018534,0.336854,0.247027
3.56,0.028338,0.345170,0.253124
3.57,0.037749,0.357884,0.262448
3.58,0.046562,0.374820,0.274868
3.59,0.054583,0.395709,0.290187
3.60,0.061641,0.420199,0.308146
3.61,0.067590,0.447853,0.328426
3.62,0.072313,0.478177,0.350664
3.63,0.075726,0.510621,0.374455
3.64,0.077780,0.544595,0.399369
3.65,0.078460,0.579490,0.424960
3.66,0.077787,0.614691,0.450774
3.67,0.075817,0.649590,0.476367
3.68,0.072635,0.683606,0.501312
3.69,0.068356,0.716194,0.525209
3.70,0.063116,0.746862,0.547699
3.71,0.057071,0.775178,0.568464
3.72,0.050390,0.800783,0.587241
3.73,0.043247,0.823391,0.603820
3.74,0.035822,0.842794,0.618049
3.75,0.028284,0.858866,0.629835
3.76,0.020798,0.871555,0.639141
3.77,0.013511,0.880886,0.645983
3.78,0.006553,0.886948,0.650429
3.79,0.000029,0.889888,0.652584
3.80,-0.005978,0.889901,0.652594
3.81,-0.011411,0.887219,0.650627
3.82,-0.016239,0.882100,0.646874
3.83,-0.020459,0.874814,0.641531
3.84,-0.024089,0.865634,0.634799
3.85,-0.027169,0.854827,0.626873
3.86,-0.029756,0.842637,0.617935
3.87,-0.031922,0.829288,0.608144
3.88,-0.033745,0.814966,0.597642
3.89,-0.035311,0.799826,0.586539
3.90,-0.036703,0.783984,0.574921
3.91,-0.037999,0.767517,0.562845
3.92,-0.039269,0.750469,0.550344
3.93,-0.040566,0.732851,0.537424
3.94,-0.041931,0.714651,0.524077
3.95,-0.043382,0.695838,0.510282
3.96,-0.044919,0.676375,0.496008
3.97,-0.046520,0.656221,0.481229
3.98,-0.048141,0.635351,0.465924
3.99,-0.049722,0.613752,0.450085
4.00,-0.051186,0.591444,0.433726
4.01,-0.052439,0.568479,0.416886
4.02,-0.053382,0.544953,0.399632
4.03,-0.053910,0.521003,0.382069
4.04,-0.053915,0.496816,0.364332
4.05,-0.053299,0.472627,0.346593
4.06,-0.051970,0.448715,0.329058
4.07,-0.049852,0.425399,0.311959
4.08,-0.046889,0.403032,0.295558
4.09,-0.043047,0.381996,0.280130
4.10,-0.038320,0.362683,0.265968
4.11,-0.032726,0.345490,0.253360
4.12,-0.026317,0.330808,0.242592
4.13,-0.019171,0.319001,0.233934
4.14,-0.011394,0.310400,0.227626
4.15,-0.003121,0.305287,0.223877
4.16,0.005493,0.303888,0.222850
4.17,0.014274,0.306352,0.224658
4.18,0.023032,0.312756,0.229354
4.19,0.031570,0.323089,0.236932
4.20,0.039689,0.337253,0.247319
4.21,0.047192,0.355060,0.260377
4.22,0.053892,0.376232,0.275904
4.23,0.059618,0.400411,0.293634
4.24,0.064219,0.427159,0.313249
4.25,0.067571,0.455970,0.334378
4.26,0.069580,0.486286,0.356610
4.27,0.070184,0.517503,0.379502
4.28,0.069357,0.548990,0.402593
4.29,0.067110,0.580107,0.425412
4.30,0.063490,0.610217,0.447492
4.31,0.058577,0.638701,0.468381
4.32,0.052485,0.664982,0.487654
4.33,0.045356,0.688529,0.504922
4.34,0.037358,0.708878,0.519844
4.35,0.028676,0.725640,0.532136
4.36,0.019510,0.738505,0.541570
4.37,0.010067,0.747258,0.547989
4.38,0.000556,0.751775,0.551301
4.39,-0.008821,0.752024,0.551485
4.40,-0.017871,0.748067,0.548582
4.41,-0.026417,0.740049,0.542703
4.42,-0.034304,0.728197,0.534011
4.43,-0.041404,0.712806,0.522725
4.44,-0.047612,0.694231,0.509102
4.45,-0.052858,0.672869,0.493437
4.46,-0.057099,0.649155,0.476047
4.47,-0.060326,0.623538,0.457261
4.48,-0.062556,0.596472,0.437413
4.49,-0.063835,0.568407,0.416832
4.50,-0.064232,0.539768,0.395829
4.51,-0.063836,0.510950,0.374697
4.52,-0.062751,0.482310,0.353694
4.53,-0.061091,0.454156,0.333048
4.54,-0.058976,0.426748,0.312948
4.55,-0.056524,0.400289,0.293545
4.56,-0.053849,0.374929,0.274948
4.57,-0.051054,0.350770,0.257231
4.58,-0.048231,0.327863,0.240434
4.59,-0.045453,0.306225,0.224565
4.60,-0.042772,0.285832,0.209610
4.61,-0.040223,0.266643,0.195538
4.62,-0.037815,0.248597,0.182304
4.63,-0.035539,0.231631,0.169863
4.64,-0.033366,0.215687,0.158170
4.65,-0.031249,0.200717,0.147192
4.66,-0.029128,0.186697,0.136911
4.67,-0.026932,0.173629,0.127328
4.68,-0.024585,0.161545,0.118467
4.69,-0.022008,0.150515,0.110378
4.70,-0.019128,0.140641,0.103137
4.71,-0.015879,0.132059,0.096844
4.72,-0.012207,0.124935,0.091619
4.73,-0.008076,0.119458,0.087602
4.74,-0.003469,0.115834,0.084945
4.75,0.001608,0.114278,0.083804
4.76,0.007125,0.114999,0.084333
4.77,0.013028,0.118196,0.086677
4.78,0.019238,0.124042,0.090963
4.79,0.025653,0.132673,0.097293
4.80,0.032151,0.144182,0.105734
4.81,0.038592,0.158607,0.116311
4.82,0.044825,0.175921,0.129009
4.83,0.050687,0.196032,0.143756
4.84,0.056017,0.218773,0.160433
4.85,0.060652,0.243904,0.178863
4.86,0.064441,0.271116,0.198818
4.87,0.067246,0.300027,0.220020
4.88,0.068947,0.330197,0.242144
4.89,0.069450,0.361130,0.264829
4.90,0.068687,0.392289,0.287678
4.91,0.066623,0.423106,0.310277
4.92,0.063256,0.452996,0.332197
4.93,0.058619,0.481376,0.353009
4.94,0.052777,0.507675,0.372295
4.95,0.045831,0.531353,0.389660
4.96,0.037912,0.551915,0.404738
4.97,0.029179,0.568924,0.417212
4.98,0.019814,0.582016,0.426812
4.99,0.010016,0.590905,0.433330
5.00,0.000000,0.595398,0.436626
5.01,-0.010016,0.595398,0.436626
5.02,-0.019814,0.590905,0.433330
5.03,-0.029179,0.582016,0.426812
5.04,-0.037912,0.568924,0.417212
5.05,-0.045831,0.551915,0.404738
5.06,-0.052777,0.531353,0.389660
5.07,-0.058619,0.507675,0.372295
5.08,-0.063256,0.481376,0.353009
5.09,-0.066623,0.452996,0.332197
5.10,-0.068687,0.423106,0.310277
5.11,-0.069450,0.392289,0.287678
5.12,-0.068947,0.361130,0.264829
5.13,-0.067246,0.330197,0.242144
5.14,-0.064441,0.300027,0.220020
5.15,-0.060652,0.271116,0.198818
5.16,-0.056017,0.243904,0.178863
5.17,-0.050687,0.218773,0.160433
5.18,-0.044825,0.196032,0.143756
5.19,-0.038592,0.175921,0.129009
5.20,-0.032151,0.158607,0.116311
5.21,-0.025653,0.144182,0.105734
5.22,-0.019238,0.132673,0.097293
5.23,-0.013028,0.124042,0.090963
5.24,-0.007125,0.118196,0.086677
5.25,-0.001608,0.114999,0.084333
5.26,0.003469,0.114278,0.083804
5.27,0.008076,0.115834,0.084945
5.28,0.012207,0.119458,0.087602
5.29,0.015879,0.124935,0.091619
5.30,0.019128,0.132059,0.096844
5.31,0.022008,0.140641,0.103137
5.32,0.024585,0.150515,0.110378
5.33,0.026932,0.161545,0.118467
5.34,0.029128,0.173629,0.127328
5.35,0.031249,0.186697,0.136911
5.36,0.033366,0.200717,0.147192
5.37,0.035539,0.215687,0.158170
5.38,0.037815,0.231631,0.169863
5.39,0.040223,0.248597,0.182304
5.40,0.042772,0.266643,0.195538
5.41,0.045453,0.285832,0.209610
5.42,0.048231,0.306225,0.224565
5.43,0.051054,0.327863,0.240434
5.44,0.053849,0.350770,0.257231
5.45,0.056524,0.374929,0.274948
5.46,0.058976,0.400289,0.293545
5.47,0.061091,0.426748,0.312948
5.48,0.062751,0.454156,0.333048
5.49,0.063836,0.482310,0.353694
5.50,0.064232,0.510950,0.374697
5.51,0.063835,0.539768,0.395829
5.52,0.062556,0.568407,0.416832
5.53,0.060326,0.596472,0.437413
5.54,0.057099,0.623538,0.457261
5.55,0.052858,0.649155,0.476047
5.56,0.047612,0.672869,0.493437
5.57,0.041404,0.694231,0.509102
5.58,0.034304,0.712806,0.522725
5.59,0.026417,0.728197,0.534011
5.60,0.017871,0.740049,0.542703
5.61,0.008821,0.748067,0.548582
5.62,-0.000556,0.752024,0.551485
5.63,-0.010067,0.751775,0.551301
5.64,-0.019510,0.747258,0.547989
5.65,-0.028676,0.738505,0.541570
5.66,-0.037358,0.725640,0.532136
5.67,-0.045356,0.708878,0.519844
5.68,-0.052485,0.688529,0.504922
5.69,-0.058577,0.664982,0.487654
5.70,-0.063490,0.638701,0.468381
5.71,-0.067110,0.610217,0.447492
5.72,-0.069357,0.580107,0.425412
5.73,-0.070184,0.548990,0.402593
5.74,-0.069580,0.517503,0.379502
5.75,-0.067571,0.486286,0.356610
5.76,-0.064219,0.455970,0.334378
5.77,-0.059618,0.427159,0.313249
5.78,-0.053892,0.400411,0.293634
5.79,-0.047192,0.376232,0.275904
5.80,-0.039689,0.355060,0.260377
5.81,-0.031570,0.337253,0.247319
5.82,-0.023032,0.323089,0.236932
5.83,-0.014274,0.312756,0.229354
5.84,-0.005493,0.306352,0.224658
5.85,0.003121,0.303888,0.222850
5.86,0.011394,0.305287,0.223877
5.87,0.019171,0.310400,0.227626
5.88,0.026317,0.319001,0.233934
5.89,0.032726,0.330808,0.242592
5.90,0.038320,0.345490,0.253360
5.91,0.043047,0.362683,0.265968
5.92,0.046889,0.381996,0.280130
5.93,0.049852,0.403032,0.295558
5.94,0.051970,0.425399,0.311959
5.95,0.053299,0.448715,0.329058
5.96,0.053915,0.472627,0.346593
5.97,0.053910,0.496816,0.364332
5.98,0.053382,0.521003,0.382069
5.99,0.052439,0.544953,0.399632
6.00,0.051186,0.568479,0.416886
6.01,0.049722,0.591444,0.433726
6.02,0.048141,0.613752,0.450085
6.03,0.046520,0.635351,0.465924
6.04,0.044919,0.656221,0.481229
6.05,0.043382,0.676375,0.496008
6.06,0.041931,0.695838,0.510282
6.07,0.040566,0.714651,0.524077
6.08,0.039269,0.732851,0.537424
6.09,0.037999,0.750469,0.550344
6.10,0.036703,0.767517,0.562845
6.11,0.035311,0.783984,0.574921
6.12,0.033745,0.799826,0.586539
6.13,0.031922,0.814966,0.597642
6.14,0.029756,0.829288,0.608144
6.15,0.027169,0.842637,0.617935
6.16,0.024089,0.854827,0.626873
6.17,0.020459,0.865634,0.634799
6.18,0.016239,0.874814,0.641531
6.19,0.011411,0.882100,0.646874
6.20,0.005978,0.887219,0.650627
6.21,-0.000029,0.889901,0.652594
6.22,-0.006553,0.889888,0.652584
6.23,-0.013511,0.886948,0.650429
6.24,-0.020798,0.880886,0.645983
6.25,-0.028284,0.871555,0.639141
6.26,-0.035822,0.858866,0.629835
6.27,-0.043247,0.842794,0.618049
6.28,-0.050390,0.823391,0.603820
6.29,-0.057071,0.800783,0.587241
6.30,-0.063116,0.775178,0.568464
6.31,-0.068356,0.746862,0.547699
6.32,-0.072635,0.716194,0.525209
6.33,-0.075817,0.683606,0.501312
6.34,-0.077787,0.649590,0.476367
6.35,-0.078460,0.614691,0.450774
6.36,-0.077780,0.579490,0.424960
6.37,-0.075726,0.544595,0.399369
6.38,-0.072313,0.510621,0.374455
6.39,-0.067590,0.478177,0.350664
6.40,-0.061641,0.447853,0.328426
6.41,-0.054583,0.420199,0.308146
6.42,-0.046562,0.395709,0.290187
6.43,-0.037749,0.374820,0.274868
6.44,-0.028338,0.357884,0.262448
6.45,-0.018534,0.345170,0.253124
6.46,-0.008555,0.336854,0.247027
6.47,0.001382,0.333016,0.244212
6.48,0.011061,0.333636,0.244667
6.49,0.020278,0.338599,0.248306
6.50,0.028844,0.347697,0.254978
6.51,0.036589,0.360638,0.264467
6.52,0.043373,0.377053,0.276506
6.53,0.049082,0.396513,0.290776
6.54,0.053633,0.418533,0.306924
6.55,0.056979,0.442595,0.324570
6.56,0.059104,0.468159,0.343317
6.57,0.060027,0.494677,0.362762
6.58,0.059797,0.521607,0.382512
6.59,0.058489,0.548436,0.402186
6.60,0.056206,0.574677,0.421430
6.61,0.053067,0.599893,0.439922
6.62,0.049210,0.623702,0.457382
6.63,0.044777,0.645780,0.473572
6.64,0.039919,0.665869,0.488304
6.65,0.034783,0.683779,0.501438
6.66,0.029509,0.699385,0.512882
6.67,0.024226,0.712624,0.522591
6.68,0.019047,0.723493,0.530562
6.69,0.014066,0.732038,0.536828
6.70,0.009355,0.738349,0.541456
6.71,0.004964,0.742546,0.544533
6.72,0.000920,0.744773,0.546167
6.73,-0.002774,0.745186,0.546470
6.74,-0.006137,0.743941,0.545557
6.75,-0.009204,0.741189,0.543538
6.76,-0.012030,0.737059,0.540510
6.77,-0.014677,0.731661,0.536552
6.78,-0.017217,0.725077,0.531723
6.79,-0.019726,0.717352,0.526058
6.80,-0.022275,0.708502,0.519569
6.81,-0.024931,0.698508,0.512240
6.82,-0.027748,0.687323,0.504037
6.83,-0.030767,0.674874,0.494908
6.84,-0.034009,0.661071,0.484785
6.85,-0.037478,0.645813,0.473596
6.86,-0.041154,0.628997,0.461265
6.87,-0.044993,0.610534,0.447725
6.88,-0.048933,0.590348,0.432922
6.89,-0.052889,0.568395,0.416823
6.90,-0.056759,0.544666,0.399421
6.91,-0.060426,0.519201,0.380747
6.92,-0.063763,0.492091,0.360867
6.93,-0.066638,0.463483,0.339888
6.94,-0.068916,0.433586,0.317963
6.95,-0.070468,0.402667,0.295289
6.96,-0.071175,0.371052,0.272105
6.97,-0.070934,0.339120,0.248688
6.98,-0.069659,0.307294,0.225350
6.99,-0.067292,0.276042,0.202431
7.00,-0.063799,0.245852,0.180291
7.01,-0.059179,0.217228,0.159301
7.02,-0.053461,0.190678,0.139830
7.03,-0.046707,0.166692,0.122241
7.04,-0.039012,0.145737,0.106874
7.05,-0.030498,0.128235,0.094039
7.06,-0.021316,0.114552,0.084005
7.07,-0.011641,0.104988,0.076991
7.08,-0.001664,0.099766,0.073162
7.09,0.008407,0.099019,0.072615
7.10,0.018359,0.102791,0.075380
7.11,0.027978,0.111028,0.081420
7.12,0.037055,0.123580,0.090625
7.13,0.045390,0.140205,0.102817
7.14,0.052802,0.160569,0.117751
