time_s,acc_x_g,disp_top_mm,disp_mid_mm
1.22,0.008059,0.423055,0.310240
1.23,0.014516,0.429587,0.315030
1.24,0.021301,0.439172,0.322060
1.25,0.028284,0.451900,0.331394
1.26,0.035319,0.467794,0.343049
1.27,0.042243,0.486803,0.356989
1.28,0.048883,0.508800,0.373120
1.29,0.055064,0.533579,0.391291
1.30,0.060609,0.560853,0.411292
1.31,0.065351,0.590261,0.432858
1.32,0.069135,0.621372,0.455673
1.33,0.071823,0.653692,0.479374
1.34,0.073302,0.686678,0.503564
1.35,0.073486,0.719747,0.527814
1.36,0.072320,0.752291,0.551680
1.37,0.069785,0.783694,0.574709
1.38,0.065894,0.813346,0.596454
1.39,0.060697,0.840660,0.616484
1.40,0.054278,0.865085,0.634396
1.41,0.046755,0.886125,0.649825
1.42,0.038274,0.903348,0.662455
1.43,0.029007,0.916401,0.672028
1.44,0.019146,0.925017,0.678346
1.45,0.008899,0.929022,0.681283
1.46,-0.001518,0.928339,0.680782
1.47,-0.011885,0.922991,0.676860
1.48,-0.021989,0.913095,0.669603
1.49,-0.031624,0.898865,0.659168
1.50,-0.040599,0.880595,0.645770
1.51,-0.048748,0.858659,0.629683
1.52,-0.055927,0.833492,0.611227
1.53,-0.062023,0.805581,0.590760
1.54,-0.066953,0.775452,0.568665
1.55,-0.070670,0.743651,0.545344
1.56,-0.073157,0.710730,0.521202
1.57,-0.074434,0.677235,0.496639
1.58,-0.074547,0.643689,0.472038
1.59,-0.073574,0.610580,0.447759
1.60,-0.071616,0.578353,0.424126
1.61,-0.068793,0.547396,0.401424
1.62,-0.065241,0.518038,0.379894
1.63,-0.061104,0.490541,0.359730
1.64,-0.056531,0.465102,0.341075
1.65,-0.051670,0.441850,0.324024
1.66,-0.046660,0.420853,0.308626
1.67,-0.041630,0.402120,0.294888
1.68,-0.036693,0.385608,0.282780
1.69,-0.031942,0.371234,0.272239
1.70,-0.027451,0.358881,0.263180
1.71,-0.023269,0.348410,0.255501
1.72,-0.019422,0.339670,0.249091
1.73,-0.015913,0.332510,0.243840
1.74,-0.012723,0.326784,0.239642
1.75,-0.009817,0.322367,0.236402
1.76,-0.007141,0.319153,0.234046
1.77,-0.004631,0.317069,0.232517
1.78,-0.002215,0.316072,0.231786
1.79,0.000181,0.316154,0.231846
1.80,0.002630,0.317337,0.232714
1.81,0.005197,0.319676,0.234429
1.82,0.007939,0.323248,0.237049
1.83,0.010894,0.328151,0.240644
1.84,0.014087,0.334490,0.245292
1.85,0.017518,0.342373,0.251073
1.86,0.021168,0.351898,0.258059
1.87,0.024995,0.363146,0.266307
1.88,0.028934,0.376166,0.275855
1.89,0.032903,0.390973,0.286713
1.90,0.036798,0.407532,0.298857
1.91,0.040503,0.425758,0.312223
1.92,0.043891,0.445509,0.326707
1.93,0.046829,0.466582,0.342160
1.94,0.049182,0.488714,0.358390
1.95,0.050822,0.511584,0.375162
1.96,0.051630,0.534817,0.392199
1.97,0.051501,0.557993,0.409195
1.98,0.050352,0.580651,0.425811
1.99,0.048121,0.602306,0.441691
2.00,0.044778,0.622456,0.456467
2.01,0.040319,0.640599,0.469773
2.02,0.034774,0.656247,0.481248
2.03,0.028206,0.668940,0.490556
2.04,0.020707,0.678258,0.497389
2.05,0.012401,0.683839,0.501482
2.06,0.003439,0.685387,0.502617
2.07,-0.006005,0.682684,0.500635
2.08,-0.015739,0.675602,0.495441
2.09,-0.025557,0.664101,0.487007
2.10,-0.035246,0.648240,0.475376
2.11,-0.044590,0.628175,0.460661
2.12,-0.053382,0.604153,0.443045
2.13,-0.061421,0.576513,0.422776
2.14,-0.068528,0.545676,0.400162
2.15,-0.074545,0.512130,0.375562
2.16,-0.079340,0.476428,0.349380
2.17,-0.082813,0.439162,0.322052
2.18,-0.084899,0.400957,0.294035
2.19,-0.085568,0.362451,0.265798
2.20,-0.084824,0.324281,0.237806
2.21,-0.082708,0.287062,0.210512
2.22,-0.079296,0.251379,0.184344
2.23,-0.074693,0.217767,0.159696
2.24,-0.069032,0.186702,0.136915
2.25,-0.062467,0.158592,0.116301
2.26,-0.055171,0.133765,0.098095
2.27,-0.047326,0.112469,0.082477
2.28,-0.039123,0.094863,0.069566
2.29,-0.030750,0.081026,0.059419
2.30,-0.022388,0.070951,0.052031
2.31,-0.014208,0.064558,0.047342
2.32,-0.006363,0.061694,0.045243
2.33,0.001013,0.062150,0.045577
2.34,0.007813,0.065666,0.048155
2.35,0.013952,0.071945,0.052759
2.36,0.019378,0.080665,0.059154
2.37,0.024062,0.091492,0.067094
2.38,0.028004,0.104094,0.076336
2.39,0.031228,0.118147,0.086641
2.40,0.033781,0.133348,0.097789
2.41,0.035727,0.149425,0.109579
2.42,0.037147,0.166141,0.121837
2.43,0.038128,0.183299,0.134419
2.44,0.038764,0.200743,0.147211
2.45,0.039150,0.218360,0.160131
2.46,0.039372,0.236078,0.173124
2.47,0.039511,0.253858,0.186162
2.48,0.039632,0.271692,0.199241
2.49,0.039785,0.289595,0.212370
2.50,0.040000,0.307595,0.225570
2.51,0.040288,0.325725,0.238865
2.52,0.040637,0.344011,0.252275
2.53,0.041017,0.362469,0.265811
2.54,0.041379,0.381090,0.279466
2.55,0.041656,0.399835,0.293212
2.56,0.041769,0.418631,0.306996
2.57,0.041628,0.437364,0.320733
2.58,0.041141,0.455877,0.334310
2.59,0.040213,0.473973,0.347580
2.60,0.038755,0.491412,0.360369
2.61,0.036687,0.507922,0.372476
2.62,0.033945,0.523197,0.383678
2.63,0.030481,0.536913,0.393736
2.64,0.026271,0.548735,0.402406
2.65,0.021315,0.558327,0.409440
2.66,0.015640,0.565365,0.414601
2.67,0.009301,0.569550,0.417670
2.68,0.002379,0.570621,0.418455
2.69,-0.005016,0.568363,0.416800
2.70,-0.012753,0.562625,0.412591
2.71,-0.020677,0.553320,0.405768
2.72,-0.028620,0.540441,0.396323
2.73,-0.036398,0.524062,0.384312
2.74,-0.043825,0.504340,0.369850
2.75,-0.050711,0.481520,0.353115
2.76,-0.056873,0.455927,0.334347
2.77,-0.062140,0.427965,0.313841
2.78,-0.066355,0.398105,0.291943
2.79,-0.069388,0.366880,0.269045
2.80,-0.071133,0.334870,0.245572
2.81,-0.071515,0.302689,0.221972
2.82,-0.070493,0.270967,0.198709
2.83,-0.068063,0.240338,0.176248
2.84,-0.064255,0.211424,0.155044
2.85,-0.059135,0.184813,0.135530
2.86,-0.052802,0.161052,0.118105
2.87,-0.045390,0.140627,0.103126
2.88,-0.037055,0.123952,0.090898
2.89,-0.027978,0.111362,0.081665
2.90,-0.018359,0.103100,0.075607
2.91,-0.008407,0.099317,0.072833
2.92,0.001664,0.100066,0.073382
2.93,0.011641,0.105304,0.077223
2.94,0.021316,0.114897,0.084258
2.95,0.030498,0.128621,0.094322
2.96,0.039012,0.146176,0.107196
2.97,0.046707,0.167194,0.122609
2.98,0.053461,0.191252,0.140251
2.99,0.059179,0.217882,0.159780
3.00,0.063799,0.246592,0.180834
3.01,0.067292,0.276873,0.203040
3.02,0.069659,0.308219,0.226028
3.03,0.070934,0.340140,0.249436
3.04,0.071175,0.372169,0.272924
3.05,0.070468,0.403879,0.296178
3.06,0.068916,0.434891,0.318920
3.07,0.066638,0.464878,0.340911
3.08,0.063763,0.493572,0.361953
3.09,0.060426,0.520763,0.381893
3.10,0.056759,0.546305,0.400623
3.11,0.052889,0.570105,0.418077
3.12,0.048933,0.592124,0.434225
3.13,0.044993,0.612371,0.449072
3.14,0.041154,0.630890,0.462653
3.15,0.037478,0.647756,0.475021
3.16,0.034009,0.663060,0.486244
3.17,0.030767,0.676905,0.496397
3.18,0.027748,0.689391,0.505554
3.19,0.024931,0.700610,0.513781
3.20,0.022275,0.710634,0.521132
3.21,0.019726,0.719511,0.527641
3.22,0.017217,0.727259,0.533323
3.23,0.014677,0.733863,0.538166
3.24,0.012030,0.739277,0.542136
3.25,0.009204,0.743419,0.545174
3.26,0.006137,0.746180,0.547199
3.27,0.002774,0.747428,0.548114
3.28,-0.000920,0.747014,0.547810
3.29,-0.004964,0.744780,0.546172
3.30,-0.009355,0.740571,0.543085
3.31,-0.014066,0.734241,0.538443
3.32,-0.019047,0.725670,0.532158
3.33,-0.024226,0.714768,0.524163
3.34,-0.029509,0.701489,0.514425
3.35,-0.034783,0.685837,0.502947
3.36,-0.039919,0.667873,0.489773
3.37,-0.044777,0.647723,0.474997
3.38,-0.049210,0.625579,0.458758
3.39,-0.053067,0.601698,0.441246
3.40,-0.056206,0.576406,0.422698
3.41,-0.058489,0.550086,0.403396
3.42,-0.059797,0.523177,0.383663
3.43,-0.060027,0.496165,0.363854
3.44,-0.059104,0.469568,0.344350
3.45,-0.056979,0.443927,0.325547
3.46,-0.053633,0.419792,0.307848
3.47,-0.049082,0.397706,0.291651
3.48,-0.043373,0.378188,0.277338
3.49,-0.036589,0.361723,0.265263
3.50,-0.028844,0.348743,0.255745
3.51,-0.020278,0.339618,0.249053
3.52,-0.011061,0.334640,0.245403
3.53,-0.001382,0.334018,0.244947
3.54,0.008555,0.337868,0.247770
3.55,0.018534,0.346209,0.253886
3.56,0.028338,0.358961,0.263238
3.57,0.037749,0.375948,0.275695
3.58,0.046562,0.396900,0.291060
3.59,0.054583,0.421463,0.309073
3.60,0.061641,0.449201,0.329414
3.61,0.067590,0.479616,0.351719
3.62,0.072313,0.512157,0.375582
3.63,0.075726,0.546234,0.400571
3.64,0.077780,0.581234,0.426239
3.65,0.078460,0.616541,0.452130
3.66,0.077787,0.651545,0.477800
3.67,0.075817,0.685663,0.502820
3.68,0.072635,0.718349,0.526789
3.69,0.068356,0.749109,0.549347
3.70,0.063116,0.777511,0.570175
3.71,0.057071,0.803193,0.589008
3.72,0.050390,0.825869,0.605637
3.73,0.043247,0.845330,0.619909
3.74,0.035822,0.861450,0.631730
3.75,0.028284,0.874178,0.641064
3.76,0.020798,0.883537,0.647927
3.77,0.013511,0.889617,0.652386
3.78,0.006553,0.892566,0.654548
3.79,0.000029,0.892579,0.654558
3.80,-0.005978,0.889889,0.652585
3.81,-0.011411,0.884754,0.648820
3.82,-0.016239,0.877446,0.643461
3.83,-0.020459,0.868239,0.636709
3.84,-0.024089,0.857399,0.628759
3.85,-0.027169,0.845173,0.619794
3.86,-0.029756,0.831783,0.609974
3.87,-0.031922,0.817418,0.599440
3.88,-0.033745,0.802233,0.588304
3.89,-0.035311,0.786343,0.576651
3.90,-0.036703,0.769826,0.564539
3.91,-0.037999,0.752727,0.552000
3.92,-0.039269,0.735056,0.539041
3.93,-0.040566,0.716801,0.525654
3.94,-0.041931,0.697932,0.511817
3.95,-0.043382,0.678410,0.497501
3.96,-0.044919,0.658196,0.482677
3.97,-0.046520,0.637263,0.467326
3.98,-0.048141,0.615599,0.451439
3.99,-0.049722,0.593224,0.435031
4.00,-0.051186,0.570190,0.418140
4.01,-0.052439,0.546593,0.400835
4.02,-0.053382,0.522571,0.383219
4.03,-0.053910,0.498311,0.365428
4.04,-0.053915,0.474049,0.347636
4.05,-0.053299,0.450065,0.330048
4.06,-0.051970,0.426679,0.312898
4.07,-0.049852,0.404245,0.296447
4.08,-0.046889,0.383145,0.280973
4.09,-0.043047,0.363774,0.266768
4.10,-0.038320,0.346530,0.254122
4.11,-0.032726,0.331803,0.243322
4.12,-0.026317,0.319961,0.234638
4.13,-0.019171,0.311334,0.228311
4.14,-0.011394,0.306206,0.224551
4.15,-0.003121,0.304802,0.223521
4.16,0.005493,0.307274,0.225334
4.17,0.014274,0.313697,0.230044
4.18,0.023032,0.324061,0.237645
4.19,0.031570,0.338268,0.248063
4.20,0.039689,0.356128,0.261160
4.21,0.047192,0.377364,0.276734
4.22,0.053892,0.401616,0.294518
4.23,0.059618,0.428444,0.314192
4.24,0.064219,0.457342,0.335384
4.25,0.067571,0.487749,0.357683
4.26,0.069580,0.519060,0.380644
4.27,0.070184,0.550642,0.403804
4.28,0.069357,0.581853,0.426692
4.29,0.067110,0.612053,0.448839
4.30,0.063490,0.640623,0.469790
4.31,0.058577,0.666983,0.489121
4.32,0.052485,0.690601,0.506441
4.33,0.045356,0.711011,0.521408
4.34,0.037358,0.727823,0.533737
4.35,0.028676,0.740727,0.543200
4.36,0.019510,0.749507,0.549638
4.37,0.010067,0.754037,0.552960
4.38,0.000556,0.754287,0.553144
4.39,-0.008821,0.750318,0.550233
4.40,-0.017871,0.742276,0.544336
4.41,-0.026417,0.730388,0.535618
4.42,-0.034304,0.714951,0.524298
4.43,-0.041404,0.696320,0.510634
4.44,-0.047612,0.674894,0.494922
4.45,-0.052858,0.651108,0.477479
4.46,-0.057099,0.625414,0.458637
4.47,-0.060326,0.598267,0.438729
4.48,-0.062556,0.570117,0.418086
4.49,-0.063835,0.541392,0.397020
4.50,-0.064232,0.512487,0.375824
4.51,-0.063836,0.483761,0.354758
4.52,-0.062751,0.455523,0.334050
4.53,-0.061091,0.428032,0.313890
4.54,-0.058976,0.401493,0.294428
4.55,-0.056524,0.376057,0.275775
4.56,-0.053849,0.351825,0.258005
4.57,-0.051054,0.328850,0.241157
4.58,-0.048231,0.307146,0.225241
4.59,-0.045453,0.286692,0.210241
4.60,-0.042772,0.267445,0.196126
4.61,-0.040223,0.249345,0.182853
4.62,-0.037815,0.232328,0.170374
4.63,-0.035539,0.216336,0.158646
4.64,-0.033366,0.201321,0.147635
4.65,-0.031249,0.187259,0.137323
4.66,-0.029128,0.174151,0.127711
4.67,-0.026932,0.162031,0.118823
4.68,-0.024585,0.150968,0.110710
4.69,-0.022008,0.141064,0.103447
4.70,-0.019128,0.132456,0.097135
4.71,-0.015879,0.125311,0.091895
4.72,-0.012207,0.119817,0.087866
4.73,-0.008076,0.116183,0.085201
4.74,-0.003469,0.114622,0.084056
4.75,0.001608,0.115345,0.084587
4.76,0.007125,0.118552,0.086938
4.77,0.013028,0.124415,0.091237
4.78,0.019238,0.133072,0.097586
4.79,0.025653,0.144616,0.106052
4.80,0.032151,0.159084,0.116661
4.81,0.038592,0.176450,0.129397
4.82,0.044825,0.196622,0.144189
4.83,0.050687,0.219431,0.160916
4.84,0.056017,0.244638,0.179401
4.85,0.060652,0.271932,0.199416
4.86,0.064441,0.300930,0.220682
4.87,0.067246,0.331191,0.242873
4.88,0.068947,0.362217,0.265626
4.89,0.069450,0.393469,0.288544
4.90,0.068687,0.424379,0.311211
4.91,0.066623,0.454359,0.333197
4.92,0.063256,0.482824,0.354071
4.93,0.058619,0.509203,0.373415
4.94,0.052777,0.532952,0.390832
4.95,0.045831,0.553576,0.405956
4.96,0.037912,0.570636,0.418467
4.97,0.029179,0.583767,0.428096
4.98,0.019814,0.592683,0.434634
4.99,0.010016,0.597190,0.437940
5.00,0.000000,0.597190,0.437940
5.01,-0.010016,0.592683,0.434634
5.02,-0.019814,0.583767,0.428096
5.03,-0.029179,0.570636,0.418467
5.04,-0.037912,0.553576,0.405956
5.05,-0.045831,0.532952,0.390832
5.06,-0.052777,0.509203,0.373415
5.07,-0.058619,0.482824,0.354071
5.08,-0.063256,0.454359,0.333197
5.09,-0.066623,0.424379,0.311211
5.10,-0.068687,0.393469,0.288544
5.11,-0.069450,0.362217,0.265626
5.12,-0.068947,0.331191,0.242873
5.13,-0.067246,0.300930,0.220682
5.14,-0.064441,0.271932,0.199416
5.15,-0.060652,0.244638,0.179401
5.16,-0.056017,0.219431,0.160916
5.17,-0.050687,0.196622,0.144189
5.18,-0.044825,0.176450,0.129397
5.19,-0.038592,0.159084,0.116661
5.20,-0.032151,0.144616,0.106052
5.21,-0.025653,0.133072,0.097586
5.22,-0.019238,0.124415,0.091237
5.23,-0.013028,0.118552,0.086938
5.24,-0.007125,0.115345,0.084587
5.25,-0.001608,0.114622,0.084056
5.26,0.003469,0.116183,0.085201
5.27,0.008076,0.119817,0.087866
5.28,0.012207,0.125311,0.091895
5.29,0.015879,0.132456,0.097135
5.30,0.019128,0.141064,0.103447
5.31,0.022008,0.150968,0.110710
5.32,0.024585,0.162031,0.118823
5.33,0.026932,0.174151,0.127711
5.34,0.029128,0.187259,0.137323
5.35,0.031249,0.201321,0.147635
5.36,0.033366,0.216336,0.158646
5.37,0.035539,0.232328,0.170374
5.38,0.037815,0.249345,0.182853
5.39,0.040223,0.267445,0.196126
5.40,0.042772,0.286692,0.210241
5.41,0.045453,0.307146,0.225241
5.42,0.048231,0.328850,0.241157
5.43,0.051054,0.351825,0.258005
5.44,0.053849,0.376057,0.275775
5.45,0.056524,0.401493,0.294428
5.46,0.058976,0.428032,0.313890
5.47,0.061091,0.455523,0.334050
5.48,0.062751,0.483761,0.354758
5.49,0.063836,0.512487,0.375824
5.50,0.064232,0.541392,0.397020
5.51,0.063835,0.570117,0.418086
5.52,0.062556,0.598267,0.438729
5.53,0.060326,0.625414,0.458637
5.54,0.057099,0.651108,0.477479
5.55,0.052858,0.674894,0.494922
5.56,0.047612,0.696320,0.510634
5.57,0.041404,0.714951,0.524298
5.58,0.034304,0.730388,0.535618
5.59,0.026417,0.742276,0.544336
5.60,0.017871,0.750318,0.550233
5.61,0.008821,0.754287,0.553144
5.62,-0.000556,0.754037,0.552960
5.63,-0.010067,0.749507,0.549638
5.64,-0.019510,0.740727,0.543200
5.65,-0.028676,0.727823,0.533737
5.66,-0.037358,0.711011,0.521408
5.67,-0.045356,0.690601,0.506441
5.68,-0.052485,0.666983,0.489121
5.69,-0.058577,0.640623,0.469790
5.70,-0.063490,0.612053,0.448839
5.71,-0.067110,0.581853,0.426692
5.72,-0.069357,0.550642,0.403804
5.73,-0.070184,0.519060,0.380644
5.74,-0.069580,0.487749,0.357683
5.75,-0.067571,0.457342,0.335384
5.76,-0.064219,0.428444,0.314192
5.77,-0.059618,0.401616,0.294518
5.78,-0.053892,0.377364,0.276734
5.79,-0.047192,0.356128,0.261160
5.80,-0.039689,0.338268,0.248063
5.81,-0.031570,0.324061,0.237645
5.82,-0.023032,0.313697,0.230044
5.83,-0.014274,0.307274,0.225334
5.84,-0.005493,0.304802,0.223521
5.85,0.003121,0.306206,0.224551
5.86,0.011394,0.311334,0.228311
5.87,0.019171,0.319961,0.234638
5.88,0.026317,0.331803,0.243322
5.89,0.032726,0.346530,0.254122
5.90,0.038320,0.363774,0.266768
5.91,0.043047,0.383145,0.280973
5.92,0.046889,0.404245,0.296447
5.93,0.049852,0.426679,0.312898
5.94,0.051970,0.450065,0.330048
5.95,0.053299,0.474049,0.347636
5.96,0.053915,0.498311,0.365428
5.97,0.053910,0.522571,0.383219
5.98,0.053382,0.546593,0.400835
5.99,0.052439,0.570190,0.418140
6.00,0.051186,0.593224,0.435031
6.01,0.049722,0.615599,0.451439
6.02,0.048141,0.637263,0.467326
6.03,0.046520,0.658196,0.482677
6.04,0.044919,0.678410,0.497501
6.05,0.043382,0.697932,0.511817
6.06,0.041931,0.716801,0.525654
6.07,0.040566,0.735056,0.539041
6.08,0.039269,0.752727,0.552000
6.09,0.037999,0.769826,0.564539
6.10,0.036703,0.786343,0.576651
6.11,0.035311,0.802233,0.588304
6.12,0.033745,0.817418,0.599440
6.13,0.031922,0.831783,0.609974
6.14,0.029756,0.845173,0.619794
6.15,0.027169,0.857399,0.628759
6.16,0.024089,0.868239,0.636709
6.17,0.020459,0.877446,0.643461
6.18,0.016239,0.884754,0.648820
6.19,0.011411,0.889889,0.652585
6.20,0.005978,0.892579,0.654558
6.21,-0.000029,0.892566,0.654548
6.22,-0.006553,0.889617,0.652386
6.23,-0.013511,0.883537,0.647927
6.24,-0.020798,0.874178,0.641064
6.25,-0.028284,0.861450,0.631730
6.26,-0.035822,0.845330,0.619909
6.27,-0.043247,0.825869,0.605637
6.28,-0.050390,0.803193,0.589008
6.29,-0.057071,0.777511,0.570175
6.30,-0.063116,0.749109,0.549347
6.31,-0.068356,0.718349,0.526789
6.32,-0.072635,0.685663,0.502820
6.33,-0.075817,0.651545,0.477800
6.34,-0.077787,0.616541,0.452130
6.35,-0.078460,0.581234,0.426239
6.36,-0.077780,0.546234,0.400571
6.37,-0.075726,0.512157,0.375582
6.38,-0.072313,0.479616,0.351719
6.39,-0.067590,0.449201,0.329414
6.40,-0.061641,0.421463,0.309073
6.41,-0.054583,0.396900,0.291060
6.42,-0.046562,0.375948,0.275695
6.43,-0.037749,0.358961,0.263238
6.44,-0.028338,0.346209,0.253886
6.45,-0.018534,0.337868,0.247770
6.46,-0.008555,0.334018,0.244947
6.47,0.001382,0.334640,0.245403
6.48,0.011061,0.339618,0.249053
6.49,0.020278,0.348743,0.255745
6.50,0.028844,0.361723,0.265263
6.51,0.036589,0.378188,0.277338
6.52,0.043373,0.397706,0.291651
6.53,0.049082,0.419792,0.307848
6.54,0.053633,0.443927,0.325547
6.55,0.056979,0.469568,0.344350
6.56,0.059104,0.496165,0.363854
6.57,0.060027,0.523177,0.383663
6.58,0.059797,0.550086,0.403396
6.59,0.058489,0.576406,0.422698
6.60,0.056206,0.601698,0.441246
6.61,0.053067,0.625579,0.458758
6.62,0.049210,0.647723,0.474997
6.63,0.044777,0.667873,0.489773
6.64,0.039919,0.685837,0.502947
6.65,0.034783,0.701489,0.514425
6.66,0.029509,0.714768,0.524163
6.67,0.024226,0.725670,0.532158
6.68,0.019047,0.734241,0.538443
6.69,0.014066,0.740571,0.543085
6.70,0.009355,0.744780,0.546172
6.71,0.004964,0.747014,0.547810
6.72,0.000920,0.747428,0.548114
6.73,-0.002774,0.746180,0.547199
6.74,-0.006137,0.743419,0.545174
6.75,-0.009204,0.739277,0.542136
6.76,-0.012030,0.733863,0.538166
6.77,-0.014677,0.727259,0.533323
6.78,-0.017217,0.719511,0.527641
6.79,-0.019726,0.710634,0.521132
6.80,-0.022275,0.700610,0.513781
6.81,-0.024931,0.689391,0.505554
6.82,-0.027748,0.676905,0.496397
6.83,-0.030767,0.663060,0.486244
6.84,-0.034009,0.647756,0.475021
6.85,-0.037478,0.630890,0.462653
6.86,-0.041154,0.612371,0.449072
6.87,-0.044993,0.592124,0.434225
6.88,-0.048933,0.570105,0.418077
6.89,-0.052889,0.546305,0.400623
6.90,-0.056759,0.520763,0.381893
6.91,-0.060426,0.493572,0.361953
6.92,-0.063763,0.464878,0.340911
6.93,-0.066638,0.434891,0.318920
6.94,-0.068916,0.403879,0.296178
6.95,-0.070468,0.372169,0.272924
6.96,-0.071175,0.340140,0.249436
6.97,-0.070934,0.308219,0.226028
6.98,-0.069659,0.276873,0.203040
6.99,-0.067292,0.246592,0.180834
7.00,-0.063799,0.217882,0.159780
7.01,-0.059179,0.191252,0.140251
7.02,-0.053461,0.167194,0.122609
7.03,-0.046707,0.146176,0.107196
7.04,-0.039012,0.128621,0.094322
7.05,-0.030498,0.114897,0.084258
7.06,-0.021316,0.105304,0.077223
7.07,-0.011641,0.100066,0.073382
7.08,-0.001664,0.099317,0.072833
7.09,0.008407,0.103100,0.075607
7.10,0.018359,0.111362,0.081665
7.11,0.027978,0.123952,0.090898
7.12,0.037055,0.140627,0.103126
7.13,0.045390,0.161052,0.118105
7.14,0.052802,0.184813,0.135530
